148,Nissan,Sentra,YV4902DZ7C2415933,2014-08-20,f,3
149,Mercedes-Benz,500E,WAUD2AFD9EN167265,2014-08-20,t,5
150,Chrysler,Voyager,2C3CA4CD8AH149192,2014-08-20,t,3
152,Mazda,RX-8,WBA6B4C51FD250400,2014-08-20,t,4
165,Lexus,ES,2G4GN5EX3F9831215,2014-08-20,f,440
166,Toyota,Tacoma,1FTEW1CM0EF076182,2014-08-20,t,3
167,Honda,Civic,JTHBP5C24D5591844,2014-08-20,f,88
168,Ford,ZX2,5GADV33127D573155,2014-08-20,f,398
169,Acura,NSX,1FMEU6FE5AU415110,2014-08-20,f,139
170,Ford,Mustang,KMHHT6KD7CU670635,2014-08-20,f,487
171,Bentley,Continental Flying Spur,JTDZN3EU0FJ741578,2014-08-20,f,236
172,Scion,tC,2G4WD582771665697,2014-08-20,f,199
173,Jaguar,XJ,WA1CFAFP8EA983933,2014-08-20,f,5
174,Dodge,Ram 2500,1G4HP54K634900837,2014-08-20,f,244
175,Toyota,Land Cruiser,3C3CFFJH4FT794245,2014-08-20,f,256
176,Studebaker,Avanti,SCBBB7ZH0FC419237,2014-08-20,f,333
177,Mitsubishi,Eclipse,WAUDF98E36A323074,2014-08-20,f,344
178,GMC,Envoy,1VWAH7A39DC790883,2014-08-20,t,348
179,Daewoo,Nubira,5TDDW5G1XFS816649,2014-08-20,t,87
180,Dodge,Dakota Club,YV126MFD3F1648566,2014-08-20,t,196
181,Audi,TT,WBAVD53538A556322,2014-08-20,f,427
182,Lincoln,MKT,WBALZ5C55CC981014,2014-08-20,t,77
183,Jaguar,XK,1VWAH7A3XCC986409,2014-08-20,t,428
184,Pontiac,Grand Prix,JTHDU1EF2C5050719,2014-08-20,t,316
185,Ferrari,599 GTB Fiorano,5N1AA0NC1FN951514,2014-08-20,t,371
186,Honda,Accord,2C3CCAET2CH966769,2014-08-20,f,519
187,Mitsubishi,Starion,WBAWC73599E959525,2014-08-20,f,147
188,Mazda,MX-3,WAURD68D52A989350,2014-08-20,t,285
189,Dodge,Dakota,1FMCU4K39BK310423,2014-08-20,f,468
190,Honda,Odyssey,1G4PT5SV8E4744016,2014-08-20,f,492
191,Ford,Thunderbird,1N6AA0CA6EN047353,2014-08-20,t,213
192,Chevrolet,Corvette,WAUVT58E02A727806,2014-08-20,t,115
193,Infiniti,M,5J8TB4H55GL945390,2014-08-20,t,106
194,Lamborghini,Countach,JM1NC2JF2B0491394,2014-08-20,f,461
195,Ford,Aerostar,WUADNAFG0AN271483,2014-08-20,f,136
196,Chevrolet,Colorado,WAUDH98E08A238139,2014-08-20,f,154
197,Holden,VS Commodore,WAUKFBFL5CN677330,2014-08-20,t,292
198,Ford,Crown Victoria,JN8AZ2KR1BT491962,2014-08-20,f,64
199,Toyota,T100,1N6AD0CU7AC536982,2014-08-20,f,119
200,Ford,Mustang,JTDKN3DP2E3169638,2014-08-20,f,169
201,GMC,Yukon XL 2500,WAULT58E84A882789,2014-08-20,f,371
202,Cadillac,SRX,19UUA56752A659111,2014-08-20,f,148
203,Volkswagen,Golf,SCFAB42352K612796,2014-08-20,t,77
204,Plymouth,Laser,5J8TB4H52GL359651,2014-08-20,t,103
205,Pontiac,Parisienne,WAUEL74F55N367486,2014-08-20,f,484
206,Lincoln,Town Car,YV1672MS0B2174634,2014-08-20,t,412
207,GMC,Savana 3500,1GD02ZCG0BZ294808,2014-08-20,f,129
208,Toyota,Camry Hybrid,WBSWD93519P965229,2014-08-20,t,418
209,Maserati,Coupe,1C3CCBCB4CN711533,2014-08-20,t,321
210,Dodge,Shadow,4USDU53598L222390,2014-08-20,t,49
211,GMC,Savana 2500,WAUFFAFL0FA000788,2014-08-20,t,229
212,Chrysler,Concorde,3G5DB03E73S339734,2014-08-20,t,528
213,Cadillac,Eldorado,5N1BA0NC7FN507705,2014-08-20,t,462
214,Volvo,S60,WUARL48H35K964655,2014-08-20,t,403
215,Chevrolet,Impala,WBAWC73589E739034,2014-08-20,f,528
216,Land Rover,Discovery,1FMJK1FT7FE672468,2014-08-20,f,431
217,Ford,F-Series Super Duty,1VWAS7A3XFC168796,2014-08-20,f,84
218,Buick,LeSabre,WAUKD78P06A113549,2014-08-20,f,414
219,Mercury,Sable,WBANE73516B490756,2014-08-20,f,189
220,Toyota,Previa,1GKKRNEDXFJ418211,2014-08-20,t,480
221,Pontiac,Grand Prix,WBA6B2C59DD980413,2014-08-20,t,490
222,Ford,Tempo,WBAVS13527F061366,2014-08-20,t,304
223,Dodge,Ram 2500,1G6DN57P390971366,2014-08-20,t,499
224,Jeep,Grand Cherokee,4USDU53597L858466,2014-08-20,t,265
225,Volvo,S40,WAUMGAFL3AA083842,2014-08-20,t,227
226,Toyota,Echo,5UXWX7C54F0802029,2014-08-20,f,192
227,Ford,Thunderbird,JM1DE1HY5B0017222,2014-08-20,f,485
228,Aston Martin,V12 Vantage,3VWAL7AJ7AM664335,2014-08-20,t,457
229,Pontiac,Grand Am,1D4PT7GX1BW201345,2014-08-20,f,350
230,Jeep,Grand Cherokee,TRUWX28N621623885,2014-08-20,t,277
231,Acura,RDX,WAUKFBFL1DA010649,2014-08-20,t,263
232,Chevrolet,1500,1FTWW3B52AE097660,2014-08-20,f,350
233,Honda,Fit,WBAUP93548V446706,2014-08-20,f,452
234,Cadillac,Seville,JM1NC2NF6E0814313,2014-08-20,t,32
235,Chrysler,Sebring,3VW467AT2CM182722,2014-08-20,f,152
236,Chevrolet,Avalanche 2500,1N6AA0ED3FN561038,2014-08-20,t,28
237,Toyota,Tacoma Xtra,1FMEU6FEXAU746149,2014-08-20,f,522
238,Ford,Econoline E350,1NXBU4EE0AZ896797,2014-08-20,f,322
239,Ford,Escape,1GTC5LF96C8462137,2014-08-20,t,471
240,Jeep,Patriot,WAUCFAFRXAA913137,2014-08-20,f,511
241,Ford,Explorer,WAUPN44E77N448243,2014-08-20,f,412
242,Audi,Allroad,JM1DE1KY1C0318578,2014-08-20,t,139
243,Mazda,Protege5,WVWAB7AJ6CW935426,2014-08-20,t,310
244,Mercedes-Benz,Sprinter 3500,3C3CFFJH3ET274049,2014-08-20,t,34
245,Nissan,Armada,WAUKF78E18A399973,2014-08-20,t,34
246,Mitsubishi,Truck,1C3BCBEB4CN948743,2014-08-20,f,281
247,Hummer,H2,WBAEW53415P901518,2014-08-20,f,99
248,Chevrolet,Blazer,WBAVS135X8F559042,2014-08-20,t,211
249,Buick,Skylark,3GYFNBEY4AS984151,2014-08-20,f,345
250,Toyota,Xtra,1GYS3CKJ5FR312563,2014-08-20,f,269
251,Pontiac,Grand Prix,WAUSH74F08N666036,2014-08-20,f,226
252,Scion,tC,WBALM7C54EE487955,2014-08-20,t,229
254,Volvo,C70,5N1AR1NB2CC277726,2014-08-20,f,136
255,Volkswagen,Jetta,1G4HH5E99AU160691,2014-08-20,t,46
256,Ford,Econoline E150,1FMJK1H54BE533911,2014-08-20,f,513
257,Nissan,Xterra,2HNYD283X7H947404,2014-08-20,f,524
258,Kia,Spectra,WBALL5C58DJ972399,2014-08-20,f,123
259,Volkswagen,Scirocco,WBANA73585B199830,2014-08-20,t,14
260,Mercury,Grand Marquis,KNAFU6A28B5282862,2014-08-20,t,57
261,Mercedes-Benz,M-Class,1G6AV5S88E0905232,2014-08-20,f,515
262,Kia,Sportage,WAUAFAFL1BN953927,2014-08-20,f,93
263,Ford,F250,SCFAD01A95G464050,2014-08-20,f,388
264,Ford,Bronco II,WBAXG5C55DD540213,2014-08-20,f,158
265,Toyota,Highlander Hybrid,5N1AZ2MG0FN525970,2014-08-20,t,530
266,Jaguar,S-Type,JN8AE2KP3F9478451,2014-08-20,t,36
267,Audi,Cabriolet,JH4DC53085S015499,2014-08-20,t,146
268,Infiniti,Q,1FTEX1E84AF491660,2014-08-20,f,160
269,Volkswagen,Jetta,SALME1D47BA706989,2014-08-20,t,13
270,Lexus,LS,WBAKN9C51FD051091,2014-08-20,t,439
271,Ford,F150,KNAGM4AD1D5120214,2014-08-20,t,214
272,Mercury,Grand Marquis,5NPEB4AC4DH243545,2014-08-20,f,539
273,Honda,Odyssey,3N1AB6AP6AL431270,2014-08-20,t,61
274,Nissan,Rogue,WBANE535X6B283982,2014-08-20,t,173
275,Subaru,Tribeca,WBAUL7C57BV432841,2014-08-20,f,89
276,Oldsmobile,LSS,1C6RD7KP2CS928746,2014-08-20,f,165
277,Volvo,XC90,KMHCT4AE8CU300206,2014-08-20,f,158
278,Ford,Explorer,JTHBE1BL7FA477713,2014-08-20,f,243
279,Infiniti,QX56,1G6KD54Y65U200054,2014-08-20,t,521
280,Pontiac,Firefly,3D7TT2CT0BG555198,2014-08-20,t,255
281,Nissan,Maxima,WBAEH73434B502322,2014-08-20,f,48
282,Acura,Integra,SALGR2WFXEA089520,2014-08-20,t,35
283,Dodge,Ram 50,JTEBU5JR3A5987359,2014-08-20,t,353
284,Mercedes-Benz,300CE,WP0AA2A93AS198167,2014-08-20,t,52
285,Dodge,Ram 2500,1D7CE2BK9AS450380,2014-08-20,f,507
286,Mercedes-Benz,CLS-Class,WA1EV94LX8D486086,2014-08-20,f,344
287,Toyota,Corolla,JN1BY1PP6FM686754,2014-08-20,t,232
288,Suzuki,XL7,JH4CU2E89DC702400,2014-08-20,f,171
289,Saab,9000,3C3CFFAR8FT962932,2014-08-20,t,377
290,Aston Martin,DB9,5XYZT3LBXFG038271,2014-08-20,t,415
291,Ford,Fiesta,WVWGD7AJ7EW419809,2014-08-20,f,92
292,Saab,9000,1G6DK5EYXB0325073,2014-08-20,f,138
293,Ford,ZX2,YV426MDA9F2807922,2014-08-20,f,69
294,Volkswagen,Tiguan,WBANA73515B772745,2014-08-20,f,20
295,Mercedes-Benz,E-Class,3D7JB1EK7BG135432,2014-08-20,t,282
296,Ford,Mustang,3C6TD5FT8CG679832,2014-08-20,t,68
297,Honda,Prelude,SALSF2D49DA757438,2014-08-20,t,266
298,Maserati,Quattroporte,19UYA425X3A743975,2014-08-20,t,134
299,Pontiac,Sunfire,JH4CU2F80DC812668,2014-08-20,t,56
300,Buick,Skylark,1FTSF3B53AE459624,2014-08-20,f,157
301,Eagle,Summit,WAUJFAFH6CN850211,2014-08-20,f,488
302,GMC,Sonoma,2G4GT5GX9E9985297,2014-08-20,t,22
303,Ford,E-Series,WBA3B5C56EP729983,2014-08-20,f,60
304,BMW,3 Series,1G6DA67V280757192,2014-08-20,t,226
305,Chevrolet,Express 1500,1GD02XEG0FZ569147,2014-08-20,t,50
306,Dodge,Stealth,3D7TP2CT7BG431661,2014-08-20,f,11
307,Maybach,62,1G6DM5E39D0799842,2014-08-20,f,403
308,Chevrolet,Metro,1G6DP1ED4B0080519,2014-08-20,f,9
309,Mitsubishi,Outlander,JTEBU5JR4F5821312,2014-08-20,t,522
310,Subaru,Tribeca,JA32U2FU0DU586098,2014-08-20,f,172
311,Mercedes-Benz,CLS-Class,WA1VYAFE8AD017253,2014-08-20,f,525
312,Volvo,C30,TRUTC28N461692594,2014-08-20,f,303
313,BMW,3 Series,4T1BD1FK9DU339698,2014-08-20,t,106
314,Cadillac,Escalade,1G6DJ5EV7A0562644,2014-08-20,t,182
315,Mazda,MX-5,1VWAH7A35CC339254,2014-08-20,f,211
316,Mitsubishi,Cordia,WVWAA7AH9BV039433,2014-08-20,f,181
317,Volvo,C30,2HNYD18943H069509,2014-08-20,f,274
318,Ford,Thunderbird,KMHTC6AD2EU219353,2014-08-20,f,69
319,Volkswagen,Routan,SCBCR63WX5C406639,2014-08-20,t,308
320,Ford,E350,YV4902DZ4E2677587,2014-08-20,f,134
321,Isuzu,Rodeo,3C3CFFBR9ET861962,2014-08-20,f,265
322,Land Rover,Discovery,2T3BF4DV5BW355636,2014-08-20,f,59
323,Lexus,GX,5GAKVAKDXEJ058698,2014-08-20,f,226
324,Lincoln,Zephyr,1YVHZ8BH6A5434920,2014-08-20,f,54
325,Mitsubishi,Diamante,JM1NC2EF1A0933218,2014-08-20,t,463
326,Mazda,MX-5,5UXFF03559L828751,2014-08-20,f,412
327,Kia,Optima,1G6AW5SX2E0724230,2014-08-20,f,128
328,Cadillac,CTS,JA4AP3AU3BZ727239,2014-08-20,t,461
329,Saab,900,SALVP1BG1EH223196,2014-08-20,f,415
330,Maserati,Quattroporte,WAUWFAFR0EA793934,2014-08-20,t,507
331,Mitsubishi,Chariot,SCBFU7ZA1DC523053,2014-08-20,t,394
332,Bentley,Mulsanne,JN1CV6EK3CM660612,2014-08-20,t,25
333,Toyota,Camry,YV1902FH9D2308790,2014-08-20,t,127
334,Honda,Insight,1GYS3BEF0ER722137,2014-08-20,f,411
335,Nissan,Maxima,WBAYF4C53DD040617,2014-08-20,f,269
336,Isuzu,Rodeo,1FTEX1CM1BF500705,2014-08-20,t,392
337,Ford,F-Series,1N6AA0EJ5FN082920,2014-08-20,t,339
338,Plymouth,Voyager,1G6AJ5SX7D0959980,2014-08-20,f,484
339,Chevrolet,Suburban 2500,3N1BC1AP3BL808739,2014-08-20,f,516
340,Infiniti,QX56,1HGCR6F39FA731280,2014-08-20,f,511
341,Toyota,Tacoma Xtra,1N6AF0KXXFN216895,2014-08-20,f,414
342,Chevrolet,Classic,19XFA1E82AE093866,2014-08-20,t,141
343,Toyota,Echo,JN8AF5MR7CT871459,2014-08-20,f,495
344,GMC,Acadia,1ZVBP8AN7A5807503,2014-08-20,t,218
345,Chevrolet,Avalanche 2500,1FMJK1H58EE758689,2014-08-20,f,128
346,Volvo,S80,WBAEB53549C390534,2014-08-20,f,446
347,Lexus,GS,KMHTC6AD4EU527236,2014-08-20,t,405
348,Mitsubishi,Excel,1G4GC5ER6CF703917,2014-08-20,t,391
349,Oldsmobile,88,4USBT53403L079629,2014-08-20,t,421
350,Buick,LeSabre,5J6YH1H31AL023488,2014-08-20,t,87
351,Honda,Accord,WBAYM1C5XDD673409,2014-08-20,t,182
352,Hyundai,Sonata,1G6DM57N440173064,2014-08-20,t,544
353,Toyota,MR2,19XFA1F35AE864985,2014-08-20,t,375
354,Pontiac,Grand Prix Turbo,WAUEF48H58K927868,2014-08-20,f,80
355,Ford,Edge,1G6AB5SA0E0623193,2014-08-20,t,536
356,Chevrolet,Camaro,WAULT58E53A033847,2014-08-20,f,262
357,Infiniti,Q,1G6AL5S30D0021925,2014-08-20,t,253
358,Dodge,Neon,JN8AZ1MU9EW610467,2014-08-20,f,285
359,Chevrolet,Colorado,5N1AR2MM2DC538587,2014-08-20,t,369
360,Ford,Thunderbird,3VWF17AT8FM645233,2014-08-20,f,260
361,Lexus,LX,WAUMF68P06A723013,2014-08-20,f,274
362,Honda,Odyssey,2FMDK3JC6AB735533,2014-08-20,t,444
363,Pontiac,Bonneville,5TDDK4CC9AS234578,2014-08-20,f,466
364,Buick,Century,NM0KS7AN7AT588370,2014-08-20,f,83
365,Mazda,929,1N6BF0KM7FN303647,2014-08-20,f,284
366,GMC,Savana,W04GT5GCXB1960338,2014-08-20,f,34
367,Pontiac,Bonneville,1G6KD57Y78U859809,2014-08-20,f,349
368,Chevrolet,Sportvan G10,WBAPM5C54BA868293,2014-08-20,t,90
369,Ford,E350,3VW4S7AT5EM225724,2014-08-20,t,102
370,Dodge,Intrepid,1GYFK638X8R679060,2014-08-20,f,253
371,Isuzu,i-290,1G6AL5S35E0000358,2014-08-20,t,401
372,Lexus,LS,WDDEJ7GB3BA884666,2014-08-20,f,283
373,Dodge,Neon,KNADM4A37C6290595,2014-08-20,f,331
374,Mercury,Villager,WDDEJ7EB1EA929899,2014-08-20,f,159
375,Acura,CL,SAJWA4EC8EM307919,2014-08-20,t,399
376,Volkswagen,New Beetle,KMHGC4DD0DU694578,2014-08-20,f,221
377,Nissan,Altima,JN8AZ2KRXCT345609,2014-08-20,t,341
378,Mercury,Grand Marquis,WAUDF78E76A042285,2014-08-20,t,18
379,Land Rover,Discovery Series II,5BZBF0AA3FN070098,2014-08-20,f,312
380,Mercedes-Benz,CL-Class,WAUEG94F96N735458,2014-08-20,f,518
381,Kia,Sorento,JM1GJ1T62F1556881,2014-08-20,f,106
382,Chevrolet,Corvette,5N1BA0NC5FN237633,2014-08-20,t,312
383,Dodge,Grand Caravan,1LNHL9DR4BG519727,2014-08-20,t,338
384,Honda,Odyssey,KMHHT6KD7CU673471,2014-08-20,t,394
385,Mitsubishi,Expo,WBAFR7C56CD002054,2014-08-20,t,493
386,Chevrolet,Sonic,VNKKTUD32FA047407,2014-08-20,t,414
387,Nissan,Pathfinder,WAUDF48H39K238330,2014-08-20,f,130
388,Land Rover,Discovery,WDDEJ9EB5DA733409,2014-08-20,f,21
389,Mercury,Cougar,1G6KD57Y77U015607,2014-08-20,f,305
390,BMW,X5,1GYS3HKJ5FR940684,2014-08-20,f,546
391,Volkswagen,Golf,YV1902AH7B1772221,2014-08-20,f,402
392,Chevrolet,Venture,JN8AE2KP1D9354935,2014-08-20,f,248
393,Mercedes-Benz,SL-Class,WAUKFAFL0BN028799,2014-08-20,f,189
394,Toyota,Highlander,3D4PG9FV5AT898040,2014-08-20,t,514
395,Subaru,Loyale,1FTSW2A52AE247339,2014-08-20,t,460
396,Cadillac,SRX,WBAPT73509C218583,2014-08-20,f,291
397,BMW,525,WDBSK7BA8CF367875,2014-08-20,f,405
398,GMC,Sierra 1500,1GT01ZCG1EF582074,2014-08-20,t,1
399,Oldsmobile,98,5N1AT2MK4EC562777,2014-08-20,t,86
400,Pontiac,Monterey,WBABD33406P907938,2014-08-20,t,161
401,Ford,F150,5N1AA0NC5BN528543,2014-08-20,t,492
402,Chevrolet,Silverado 3500,KMHCT4AE5FU219216,2014-08-20,f,146
403,Chevrolet,3500,1GYS3FEJ6CR552617,2014-08-20,f,203
404,Chevrolet,Suburban,WBSBL93481J355036,2014-08-20,f,500
405,Subaru,Impreza,JHMZE2H58DS165646,2014-08-20,f,396
406,Cadillac,DeVille,WAUDF78E98A895967,2014-08-20,f,434
407,Nissan,Sentra,JH4DC53096S414827,2014-08-20,f,111
408,Mazda,Mazda6 Sport,WAUKG58E05A704716,2014-08-20,f,266
409,Toyota,4Runner,WAULD64B64N133397,2014-08-20,f,20
410,Pontiac,Solstice,1G4GC5EG4AF055909,2014-08-20,t,194
411,Ford,Explorer,2LNBL8CV5AX594671,2014-08-20,t,425
412,Lexus,LS,KNAGN4AD1F5215971,2014-08-20,t,483
413,Oldsmobile,Achieva,5N1AA0NC6CN135961,2014-08-20,f,492
414,Volkswagen,Eurovan,WAUJC68E03A701308,2014-08-20,f,71
415,Acura,NSX,WBAXH5C53CD696004,2014-08-20,t,421
